movieId,title,genres,title_name,title_name_tokens,title_mapped
507,"Perfect World, A (1993)",Crime|Drama|Thriller,"Perfect World, A","{'world', 'perfect'}",A Perfect World
508,Philadelphia (1993),Drama,Philadelphia,{'philadelphia'},Philadelphia
509,"Piano, The (1993)",Drama|Romance,"Piano, The",{'piano'},The Piano
510,Poetic Justice (1993),Drama,Poetic Justice,"{'poetic', 'justice'}",Poetic Justice
511,"Program, The (1993)",Action|Drama,"Program, The",{'program'},The Program
512,"Puppet Masters, The (1994)",Horror|Sci-Fi,"Puppet Masters, The","{'puppet', 'masters'}",The Puppet Masters
513,Radioland Murders (1994),Comedy|Mystery|Romance,Radioland Murders,"{'radioland', 'murders'}",Radioland Murders
514,"Ref, The (1994)",Comedy,"Ref, The",{'ref'},The Ref
515,"Remains of the Day, The (1993)",Drama|Romance,"Remains of the Day, The","{'of', 'remains', 'day'}",The Remains of the Day
516,Renaissance Man (1994),Comedy|Drama,Renaissance Man,"{'renaissance', 'man'}",Renaissance Man
517,Rising Sun (1993),Action|Drama|Mystery,Rising Sun,"{'rising', 'sun'}",Rising Sun
518,"Road to Wellville, The (1994)",Comedy,"Road to Wellville, The","{'wellville', 'to', 'road'}",The Road to Wellville
519,RoboCop 3 (1993),Action|Crime|Drama|Sci-Fi|Thriller,RoboCop 3,"{'robocop', '3'}",RoboCop 3
520,Robin Hood: Men in Tights (1993),Comedy,Robin Hood: Men in Tights,"{'hood', 'tights', 'men', 'robin', 'in'}",Robin Hood: Men in Tights
521,Romeo Is Bleeding (1993),Crime|Thriller,Romeo Is Bleeding,"{'bleeding', 'romeo', 'is'}",Romeo Is Bleeding
522,Romper Stomper (1992),Action|Drama,Romper Stomper,"{'romper', 'stomper'}",Romper Stomper
523,Ruby in Paradise (1993),Drama,Ruby in Paradise,"{'in', 'ruby', 'paradise'}",Ruby in Paradise
524,Rudy (1993),Drama,Rudy,{'rudy'},Rudy
526,"Savage Nights (Nuits fauves, Les) (1992)",Drama,"Savage Nights (Nuits fauves, Les)","{'nuits', 'les', 'fauves', 'savage', 'nights'}",Savage Nights
527,Schindler's List (1993),Drama|War,Schindler's List,"{'list', 'schindlers'}",Schindler's List
528,"Scout, The (1994)",Comedy|Drama,"Scout, The",{'scout'},The Scout
529,Searching for Bobby Fischer (1993),Drama,Searching for Bobby Fischer,"{'bobby', 'searching', 'fischer', 'for'}",Searching for Bobby Fischer
531,"Secret Garden, The (1993)",Children|Drama,"Secret Garden, The","{'garden', 'secret'}",The Secret Garden
532,Serial Mom (1994),Comedy|Crime|Horror,Serial Mom,"{'serial', 'mom'}",Serial Mom
533,"Shadow, The (1994)",Action|Adventure|Fantasy|Mystery,"Shadow, The",{'shadow'},The Shadow
534,Shadowlands (1993),Drama|Romance,Shadowlands,{'shadowlands'},Shadowlands
535,Short Cuts (1993),Drama,Short Cuts,"{'short', 'cuts'}",Short Cuts
536,"Simple Twist of Fate, A (1994)",Drama,"Simple Twist of Fate, A","{'twist', 'of', 'fate', 'simple'}",A Simple Twist of Fate
537,Sirens (1994),Drama,Sirens,{'sirens'},Sirens
538,Six Degrees of Separation (1993),Drama,Six Degrees of Separation,"{'degrees', 'six', 'of', 'separation'}",Six Degrees of Separation
539,Sleepless in Seattle (1993),Comedy|Drama|Romance,Sleepless in Seattle,"{'sleepless', 'in', 'seattle'}",Sleepless in Seattle
540,Sliver (1993),Thriller,Sliver,{'sliver'},Sliver
541,Blade Runner (1982),Action|Sci-Fi|Thriller,Blade Runner,"{'runner', 'blade'}",Blade Runner
542,Son in Law (1993),Comedy|Drama|Romance,Son in Law,"{'in', 'son', 'law'}",Son in Law
543,So I Married an Axe Murderer (1993),Comedy|Romance|Thriller,So I Married an Axe Murderer,"{'i', 'married', 'murderer', 'so', 'axe'}",So I Married an Axe Murderer
544,Striking Distance (1993),Action|Crime,Striking Distance,"{'distance', 'striking'}",Striking Distance
546,Super Mario Bros. (1993),Action|Adventure|Children|Comedy|Fantasy|Sci-Fi,Super Mario Bros.,"{'super', 'mario', 'bros'}",Super Mario Bros.
547,Surviving the Game (1994),Action|Adventure|Thriller,Surviving the Game,"{'surviving', 'game'}",Surviving the Game
548,Terminal Velocity (1994),Action|Mystery|Thriller,Terminal Velocity,"{'velocity', 'terminal'}",Terminal Velocity
549,Thirty-Two Short Films About Glenn Gould (1993),Drama|Musical,Thirty-Two Short Films About Glenn Gould,"{'thirtytwo', 'about', 'glenn', 'films', 'gould', 'short'}",Thirty Two Short Films About Glenn Gould
550,Threesome (1994),Comedy|Romance,Threesome,{'threesome'},Threesome
551,"Nightmare Before Christmas, The (1993)",Animation|Children|Fantasy|Musical,"Nightmare Before Christmas, The","{'christmas', 'before', 'nightmare'}",The Nightmare Before Christmas
552,"Three Musketeers, The (1993)",Action|Adventure|Comedy|Romance,"Three Musketeers, The","{'musketeers', 'three'}",The Three Musketeers
553,Tombstone (1993),Action|Drama|Western,Tombstone,{'tombstone'},Tombstone
555,True Romance (1993),Crime|Thriller,True Romance,"{'true', 'romance'}",True Romance
556,"War Room, The (1993)",Documentary,"War Room, The","{'war', 'room'}",The War Room
558,"Pagemaster, The (1994)",Action|Adventure|Animation|Children|Fantasy,"Pagemaster, The",{'pagemaster'},The Pagemaster
562,Welcome to the Dollhouse (1995),Comedy|Drama,Welcome to the Dollhouse,"{'to', 'welcome', 'dollhouse'}",Welcome to the Dollhouse
563,Germinal (1993),Drama|Romance,Germinal,{'germinal'},Germinal
564,Chasers (1994),Comedy,Chasers,{'chasers'},Chasers
567,Kika (1993),Comedy|Drama,Kika,{'kika'},Kika
568,Bhaji on the Beach (1993),Comedy|Drama,Bhaji on the Beach,"{'bhaji', 'on', 'beach'}",Bhaji on the Beach
569,Little Big League (1994),Comedy|Drama,Little Big League,"{'big', 'league', 'little'}",Little Big League
573,"Ciao, Professore! (Io speriamo che me la cavo) (1992)",Drama,"Ciao, Professore! (Io speriamo che me la cavo)","{'professore', 'ciao', 'la', 'me', 'io', 'che', 'speriamo', 'cavo'}","Ciao, Professore!"
574,Spanking the Monkey (1994),Comedy|Drama,Spanking the Monkey,"{'monkey', 'spanking'}",Spanking the Monkey
575,"Little Rascals, The (1994)",Children|Comedy,"Little Rascals, The","{'rascals', 'little'}",The Little Rascals
577,Andre (1994),Adventure|Children|Drama,Andre,{'andre'},Andre
579,"Escort, The (Scorta, La) (1993)",Crime|Thriller,"Escort, The (Scorta, La)","{'la', 'scorta', 'escort'}",The Escort
580,Princess Caraboo (1994),Drama,Princess Caraboo,"{'caraboo', 'princess'}",Princess Caraboo
581,"Celluloid Closet, The (1995)",Documentary,"Celluloid Closet, The","{'celluloid', 'closet'}",The Celluloid Closet
583,Dear Diary (Caro Diario) (1994),Comedy|Drama,Dear Diary (Caro Diario),"{'caro', 'diary', 'diario', 'dear'}",Dear Diary
585,"Brady Bunch Movie, The (1995)",Comedy,"Brady Bunch Movie, The","{'movie', 'brady', 'bunch'}",The Brady Bunch Movie
586,Home Alone (1990),Children|Comedy,Home Alone,"{'home', 'alone'}",Home Alone
587,Ghost (1990),Comedy|Drama|Fantasy|Romance|Thriller,Ghost,{'ghost'},Ghost
588,Aladdin (1992),Adventure|Animation|Children|Comedy|Musical,Aladdin,{'aladdin'},Aladdin
589,Terminator 2: Judgment Day (1991),Action|Sci-Fi,Terminator 2: Judgment Day,"{'judgment', '2', 'day', 'terminator'}",Terminator 2: Judgment Day
590,Dances with Wolves (1990),Adventure|Drama|Western,Dances with Wolves,"{'wolves', 'with', 'dances'}",Dances with Wolves
592,Batman (1989),Action|Crime|Thriller,Batman,{'batman'},Batman
593,"Silence of the Lambs, The (1991)",Crime|Horror|Thriller,"Silence of the Lambs, The","{'of', 'lambs', 'silence'}",The Silence of the Lambs
594,Snow White and the Seven Dwarfs (1937),Animation|Children|Drama|Fantasy|Musical,Snow White and the Seven Dwarfs,"{'and', 'dwarfs', 'snow', 'seven', 'white'}",Snow White and the Seven Dwarfs
595,Beauty and the Beast (1991),Animation|Children|Fantasy|Musical|Romance|IMAX,Beauty and the Beast,"{'beauty', 'beast', 'and'}",Beauty and the Beast
596,Pinocchio (1940),Animation|Children|Fantasy|Musical,Pinocchio,{'pinocchio'},Pinocchio
597,Pretty Woman (1990),Comedy|Romance,Pretty Woman,"{'pretty', 'woman'}",Pretty Woman
599,"Wild Bunch, The (1969)",Adventure|Western,"Wild Bunch, The","{'wild', 'bunch'}",The Wild Bunch
600,Love and a .45 (1994),Action|Comedy|Crime,Love and a .45,"{'love', '45', 'and'}",Love and a .45
602,"Great Day in Harlem, A (1994)",Documentary,"Great Day in Harlem, A","{'day', 'in', 'great', 'harlem'}",A Great Day in Harlem
605,One Fine Day (1996),Drama|Romance,One Fine Day,"{'day', 'one', 'fine'}",One Fine Day
606,Candyman: Farewell to the Flesh (1995),Fantasy|Horror,Candyman: Farewell to the Flesh,"{'to', 'flesh', 'candyman', 'farewell'}",Candyman: Farewell to the Flesh
608,Fargo (1996),Comedy|Crime|Drama|Thriller,Fargo,{'fargo'},Fargo
609,Homeward Bound II: Lost in San Francisco (1996),Adventure|Children,Homeward Bound II: Lost in San Francisco,"{'ii', 'homeward', 'francisco', 'in', 'lost', 'san', 'bound'}",Homeward Bound II: Lost in San Francisco
610,Heavy Metal (1981),Action|Adventure|Animation|Horror|Sci-Fi,Heavy Metal,"{'metal', 'heavy'}",Heavy Metal
611,Hellraiser: Bloodline (1996),Action|Horror|Sci-Fi,Hellraiser: Bloodline,"{'hellraiser', 'bloodline'}",Hellraiser: Bloodline
612,"Pallbearer, The (1996)",Comedy,"Pallbearer, The",{'pallbearer'},The Pallbearer
613,Jane Eyre (1996),Drama|Romance,Jane Eyre,"{'jane', 'eyre'}",Jane Eyre
615,Bread and Chocolate (Pane e cioccolata) (1973),Comedy|Drama,Bread and Chocolate (Pane e cioccolata),"{'bread', 'e', 'pane', 'and', 'cioccolata', 'chocolate'}",Bread and Chocolate
616,"Aristocats, The (1970)",Animation|Children,"Aristocats, The",{'aristocats'},The Aristocats
617,"Flower of My Secret, The (La flor de mi secreto) (1995)",Comedy|Drama,"Flower of My Secret, The (La flor de mi secreto)","{'of', 'la', 'mi', 'de', 'secret', 'flor', 'my', 'secreto', 'flower'}",The Flower of My Secret
618,Two Much (1995),Comedy|Romance,Two Much,"{'two', 'much'}",Two Much
619,Ed (1996),Comedy,Ed,{'ed'},Ed
626,"Thin Line Between Love and Hate, A (1996)",Comedy,"Thin Line Between Love and Hate, A","{'thin', 'love', 'and', 'hate', 'between', 'line'}",A Thin Line Between Love and Hate
627,"Last Supper, The (1995)",Drama|Thriller,"Last Supper, The","{'last', 'supper'}",The Last Supper
628,Primal Fear (1996),Crime|Drama|Mystery|Thriller,Primal Fear,"{'primal', 'fear'}",Primal Fear
631,All Dogs Go to Heaven 2 (1996),Adventure|Animation|Children|Fantasy|Musical|Romance,All Dogs Go to Heaven 2,"{'to', 'all', 'heaven', 'dogs', '2', 'go'}",All Dogs Go to Heaven 2
632,Land and Freedom (Tierra y libertad) (1995),Drama|War,Land and Freedom (Tierra y libertad),"{'y', 'libertad', 'tierra', 'and', 'land', 'freedom'}",Land and Freedom
633,Denise Calls Up (1995),Comedy,Denise Calls Up,"{'up', 'denise', 'calls'}",Denise Calls Up
634,Theodore Rex (1995),Comedy,Theodore Rex,"{'theodore', 'rex'}",Theodore Rex
635,"Family Thing, A (1996)",Comedy|Drama,"Family Thing, A","{'family', 'thing'}",A Family Thing
636,Frisk (1995),Drama,Frisk,{'frisk'},Frisk
637,Sgt. Bilko (1996),Comedy,Sgt. Bilko,"{'sgt', 'bilko'}",Sgt. Bilko
638,Jack and Sarah (1995),Romance,Jack and Sarah,"{'jack', 'sarah', 'and'}",Jack & Sarah
639,Girl 6 (1996),Comedy|Drama,Girl 6,"{'6', 'girl'}",Girl 6
640,Diabolique (1996),Drama|Thriller,Diabolique,{'diabolique'},Diabolique
645,Nelly & Monsieur Arnaud (1995),Drama,Nelly & Monsieur Arnaud,"{'nelly', 'monsieur', 'arnaud'}",Nelly and Monsieur Arnaud
647,Courage Under Fire (1996),Action|Crime|Drama|War,Courage Under Fire,"{'fire', 'under', 'courage'}",Courage Under Fire
648,Mission: Impossible (1996),Action|Adventure|Mystery|Thriller,Mission: Impossible,"{'mission', 'impossible'}",Mission: Impossible
649,Cold Fever (Á köldum klaka) (1995),Comedy|Drama,Cold Fever (Á köldum klaka),"{'fever', 'cold', 'klaka', 'á', 'köldum'}",Cold Fever
650,Moll Flanders (1996),Drama,Moll Flanders,"{'flanders', 'moll'}",Moll Flanders
653,Dragonheart (1996),Action|Adventure|Fantasy,Dragonheart,{'dragonheart'},DragonHeart
656,Eddie (1996),Comedy,Eddie,{'eddie'},Eddie
661,James and the Giant Peach (1996),Adventure|Animation|Children|Fantasy|Musical,James and the Giant Peach,"{'and', 'peach', 'giant', 'james'}",James and the Giant Peach
662,Fear (1996),Thriller,Fear,{'fear'},Fear
663,Kids in the Hall: Brain Candy (1996),Comedy,Kids in the Hall: Brain Candy,"{'candy', 'brain', 'in', 'hall', 'kids'}",Kids in the Hall: Brain Candy
665,Underground (1995),Comedy|Drama|War,Underground,{'underground'},Underground
667,Bloodsport 2 (a.k.a. Bloodsport II: The Next Kumite) (1996),Action,Bloodsport 2 (a.k.a. Bloodsport II: The Next Kumite),"{'ii', 'kumite', 'next', '2', 'aka', 'bloodsport'}",Bloodsport II
668,Song of the Little Road (Pather Panchali) (1955),Drama,Song of the Little Road (Pather Panchali),"{'of', 'panchali', 'song', 'pather', 'road', 'little'}",Song of the Open Road
670,"World of Apu, The (Apur Sansar) (1959)",Drama,"World of Apu, The (Apur Sansar)","{'of', 'apur', 'world', 'sansar', 'apu'}",The World of Apu
671,Mystery Science Theater 3000: The Movie (1996),Comedy|Sci-Fi,Mystery Science Theater 3000: The Movie,"{'theater', 'science', '3000', 'movie', 'mystery'}",Mystery Science Theater 3000: The Movie
673,Space Jam (1996),Adventure|Animation|Children|Comedy|Fantasy|Sci-Fi,Space Jam,"{'space', 'jam'}",Space Jam
674,Barbarella (1968),Adventure|Comedy|Sci-Fi,Barbarella,{'barbarella'},Barbarella
678,Some Folks Call It a Sling Blade (1993),Drama|Thriller,Some Folks Call It a Sling Blade,"{'it', 'folks', 'blade', 'sling', 'some', 'call'}",Some Folks Call It a Sling Blade
679,"Run of the Country, The (1995)",Drama,"Run of the Country, The","{'of', 'country', 'run'}",The Run of the Country
680,"Alphaville (Alphaville, une étrange aventure de Lemmy Caution) (1965)",Drama|Mystery|Romance|Sci-Fi|Thriller,"Alphaville (Alphaville, une étrange aventure de Lemmy Caution)","{'lemmy', 'de', 'alphaville', 'aventure', 'étrange', 'caution', 'une'}",Alphaville
685,It's My Party (1996),Drama,It's My Party,"{'my', 'its', 'party'}",It's My Party
688,Operation Dumbo Drop (1995),Action|Adventure|Comedy|War,Operation Dumbo Drop,"{'dumbo', 'operation', 'drop'}",Operation Dumbo Drop
691,Mrs. Winterbourne (1996),Comedy|Romance,Mrs. Winterbourne,"{'winterbourne', 'mrs'}",Mrs. Winterbourne
692,Solo (1996),Action|Sci-Fi|Thriller,Solo,{'solo'},Solo
694,"Substitute, The (1996)",Action|Crime|Drama,"Substitute, The",{'substitute'},The Substitute
695,True Crime (1996),Mystery|Thriller,True Crime,"{'true', 'crime'}",True Crime
697,Feeling Minnesota (1996),Drama|Romance,Feeling Minnesota,"{'minnesota', 'feeling'}",Feeling Minnesota
698,Delta of Venus (1995),Drama,Delta of Venus,"{'delta', 'of', 'venus'}",Delta of Venus
700,Angus (1995),Comedy,Angus,{'angus'},Angus
703,Boys (1996),Drama,Boys,{'boys'},Boys
704,"Quest, The (1996)",Action|Adventure,"Quest, The",{'quest'},The Quest
706,Sunset Park (1996),Drama,Sunset Park,"{'park', 'sunset'}",Sunset Park
707,Mulholland Falls (1996),Crime|Drama|Thriller,Mulholland Falls,"{'mulholland', 'falls'}",Mulholland Falls
708,"Truth About Cats & Dogs, The (1996)",Comedy|Romance,"Truth About Cats & Dogs, The","{'dogs', 'cats', 'truth', 'about'}",The Truth About Cats & Dogs
709,Oliver & Company (1988),Adventure|Animation|Children|Comedy|Musical,Oliver & Company,"{'oliver', 'company'}",Oliver & Company
710,Celtic Pride (1996),Comedy,Celtic Pride,"{'celtic', 'pride'}",Celtic Pride
711,Flipper (1996),Adventure|Children,Flipper,{'flipper'},Flipper
714,Dead Man (1995),Drama|Mystery|Western,Dead Man,"{'dead', 'man'}",Dead Man
715,"Horseman on the Roof, The (Hussard sur le toit, Le) (1995)",Drama|Romance,"Horseman on the Roof, The (Hussard sur le toit, Le)","{'horseman', 'sur', 'le', 'on', 'hussard', 'toit', 'roof'}",The Horseman on the Roof
718,"Visitors, The (Visiteurs, Les) (1993)",Comedy|Fantasy|Sci-Fi,"Visitors, The (Visiteurs, Les)","{'visitors', 'les', 'visiteurs'}",Les Visiteurs du Soir
719,Multiplicity (1996),Comedy,Multiplicity,{'multiplicity'},Multiplicity
720,Wallace & Gromit: The Best of Aardman Animation (1996),Adventure|Animation|Comedy,Wallace & Gromit: The Best of Aardman Animation,"{'gromit', 'of', 'animation', 'best', 'wallace', 'aardman'}",Best of the Best 2
722,"Haunted World of Edward D. Wood Jr., The (1996)",Documentary,"Haunted World of Edward D. Wood Jr., The","{'of', 'wood', 'world', 'edward', 'jr', 'd', 'haunted'}","The Haunted World of Edward D. Wood, Jr."
724,"Craft, The (1996)",Drama|Fantasy|Horror|Thriller,"Craft, The",{'craft'},The Craft
725,"Great White Hype, The (1996)",Comedy,"Great White Hype, The","{'hype', 'great', 'white'}",The Great White Hype
726,Last Dance (1996),Drama,Last Dance,"{'dance', 'last'}",Last Dance
728,Cold Comfort Farm (1995),Comedy,Cold Comfort Farm,"{'comfort', 'farm', 'cold'}",Cold Comfort Farm
731,Heaven's Prisoners (1996),Crime|Thriller,Heaven's Prisoners,"{'heavens', 'prisoners'}",Heaven's Prisoners
733,"Rock, The (1996)",Action|Adventure|Thriller,"Rock, The",{'rock'},The Rock
735,Cemetery Man (Dellamorte Dellamore) (1994),Horror,Cemetery Man (Dellamorte Dellamore),"{'dellamore', 'dellamorte', 'cemetery', 'man'}",Cemetery Man
736,Twister (1996),Action|Adventure|Romance|Thriller,Twister,{'twister'},Twister
737,Barb Wire (1996),Action|Sci-Fi,Barb Wire,"{'wire', 'barb'}",Barb Wire
741,Ghost in the Shell (Kôkaku kidôtai) (1995),Animation|Sci-Fi,Ghost in the Shell (Kôkaku kidôtai),"{'kôkaku', 'shell', 'kidôtai', 'ghost', 'in'}",Ghost in the Shell
742,Thinner (1996),Horror|Thriller,Thinner,{'thinner'},Thinner
743,Spy Hard (1996),Comedy,Spy Hard,"{'hard', 'spy'}",Spy Hard
745,Wallace & Gromit: A Close Shave (1995),Animation|Children|Comedy,Wallace & Gromit: A Close Shave,"{'gromit', 'close', 'shave', 'wallace'}",A Close Shave
747,"Stupids, The (1996)",Comedy,"Stupids, The",{'stupids'},The Stupids
748,"Arrival, The (1996)",Action|Sci-Fi|Thriller,"Arrival, The",{'arrival'},The Arrival
750,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1964),Comedy|War,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb,"{'love', 'i', 'to', 'or', 'and', 'learned', 'strangelove', 'dr', 'worrying', 'bomb', 'stop', 'how'}",Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb
757,Ashes of Time (Dung che sai duk) (1994),Drama,Ashes of Time (Dung che sai duk),"{'of', 'time', 'duk', 'sai', 'dung', 'che', 'ashes'}",Ashes of Time
759,Maya Lin: A Strong Clear Vision (1994),Documentary,Maya Lin: A Strong Clear Vision,"{'clear', 'lin', 'strong', 'maya', 'vision'}",Maya Lin: A Strong Clear Vision
760,Stalingrad (1993),Drama|War,Stalingrad,{'stalingrad'},Stalingrad
761,"Phantom, The (1996)",Action|Adventure,"Phantom, The",{'phantom'},The Phantom
762,Striptease (1996),Comedy|Crime,Striptease,{'striptease'},Striptease
764,Heavy (1995),Drama|Romance,Heavy,{'heavy'},Heavy
765,Jack (1996),Comedy|Drama,Jack,{'jack'},Jack
766,I Shot Andy Warhol (1996),Drama,I Shot Andy Warhol,"{'i', 'andy', 'warhol', 'shot'}",I Shot Andy Warhol
773,Touki Bouki (1973),Drama,Touki Bouki,"{'bouki', 'touki'}",Touki Bouki
775,Spirits of the Dead (1968),Horror|Mystery,Spirits of the Dead,"{'spirits', 'dead', 'of'}",Spirits of the Dead
778,Trainspotting (1996),Comedy|Crime|Drama,Trainspotting,{'trainspotting'},Trainspotting
779,'Til There Was You (1997),Drama|Romance,'Til There Was You,"{'there', 'was', 'you', 'til'}",Til There Was You
780,Independence Day (a.k.a. ID4) (1996),Action|Adventure|Sci-Fi|Thriller,Independence Day (a.k.a. ID4),"{'day', 'id4', 'independence', 'aka'}",Independence Day
781,Stealing Beauty (1996),Drama,Stealing Beauty,"{'beauty', 'stealing'}",Stealing Beauty
782,"Fan, The (1996)",Drama|Thriller,"Fan, The",{'fan'},The Fan
783,"Hunchback of Notre Dame, The (1996)",Animation|Children|Drama|Musical|Romance,"Hunchback of Notre Dame, The","{'hunchback', 'of', 'notre', 'dame'}",The Hunchback of Notre Dame
784,"Cable Guy, The (1996)",Comedy|Thriller,"Cable Guy, The","{'cable', 'guy'}",The Cable Guy
785,Kingpin (1996),Comedy,Kingpin,{'kingpin'},Kingpin
786,Eraser (1996),Action|Drama|Thriller,Eraser,{'eraser'},Eraser
788,"Nutty Professor, The (1996)",Comedy|Fantasy|Romance|Sci-Fi,"Nutty Professor, The","{'nutty', 'professor'}",The Nutty Professor
790,"Unforgettable Summer, An (Un été inoubliable) (1994)",Drama,"Unforgettable Summer, An (Un été inoubliable)","{'un', 'inoubliable', 'summer', 'unforgettable', 'été'}",An Unforgettable Summer
791,"Last Klezmer: Leopold Kozlowski, His Life and Music, The (1994)",Documentary,"Last Klezmer: Leopold Kozlowski, His Life and Music, The","{'kozlowski', 'and', 'his', 'klezmer', 'last', 'leopold', 'music', 'life'}",His Secret Life
795,Somebody to Love (1994),Drama,Somebody to Love,"{'love', 'to', 'somebody'}",Somebody to Love
798,Daylight (1996),Action|Adventure|Drama|Thriller,Daylight,{'daylight'},Daylight
799,"Frighteners, The (1996)",Comedy|Horror|Thriller,"Frighteners, The",{'frighteners'},The Frighteners
800,Lone Star (1996),Drama|Mystery|Western,Lone Star,"{'lone', 'star'}",Lone Star
801,Harriet the Spy (1996),Children|Comedy,Harriet the Spy,"{'harriet', 'spy'}",Harriet the Spy
802,Phenomenon (1996),Drama|Romance,Phenomenon,{'phenomenon'},Phenomenon
803,Walking and Talking (1996),Comedy|Drama|Romance,Walking and Talking,"{'walking', 'talking', 'and'}",Walking and Talking
804,She's the One (1996),Comedy|Romance,She's the One,"{'shes', 'one'}",She's the One
805,"Time to Kill, A (1996)",Drama|Thriller,"Time to Kill, A","{'to', 'kill', 'time'}",A Time to Kill
806,American Buffalo (1996),Crime|Drama,American Buffalo,"{'american', 'buffalo'}",American Buffalo
808,Alaska (1996),Adventure|Children,Alaska,{'alaska'},Alaska
809,Fled (1996),Action|Adventure,Fled,{'fled'},Fled
810,Kazaam (1996),Children|Comedy|Fantasy,Kazaam,{'kazaam'},Kazaam
813,Larger Than Life (1996),Comedy,Larger Than Life,"{'larger', 'than', 'life'}",Larger Than Life
818,"Very Brady Sequel, A (1996)",Comedy,"Very Brady Sequel, A","{'very', 'brady', 'sequel'}",A Very Brady Sequel
823,"Collector, The (La collectionneuse) (1967)",Drama,"Collector, The (La collectionneuse)","{'collectionneuse', 'collector', 'la'}",La Collectionneuse
824,Kaspar Hauser (1993),Drama|Mystery,Kaspar Hauser,"{'hauser', 'kaspar'}",Kaspar Hauser
828,"Adventures of Pinocchio, The (1996)",Adventure|Children,"Adventures of Pinocchio, The","{'adventures', 'of', 'pinocchio'}",The Adventures of Pinocchio
829,Joe's Apartment (1996),Comedy|Fantasy|Musical,Joe's Apartment,"{'apartment', 'joes'}",Joe's Apartment
830,"First Wives Club, The (1996)",Comedy,"First Wives Club, The","{'first', 'club', 'wives'}",The First Wives Club
832,Ransom (1996),Crime|Thriller,Ransom,{'ransom'},Ransom
833,High School High (1996),Comedy,High School High,"{'school', 'high'}",High School High
835,Foxfire (1996),Drama,Foxfire,{'foxfire'},Foxfire
836,Chain Reaction (1996),Action|Adventure|Thriller,Chain Reaction,"{'chain', 'reaction'}",Chain Reaction
837,Matilda (1996),Children|Comedy|Fantasy,Matilda,{'matilda'},Matilda
838,Emma (1996),Comedy|Drama|Romance,Emma,{'emma'},Emma
839,"Crow: City of Angels, The (1996)",Action|Thriller,"Crow: City of Angels, The","{'of', 'city', 'angels', 'crow'}",The Crow: City of Angels
840,House Arrest (1996),Children|Comedy,House Arrest,"{'house', 'arrest'}",House Arrest
841,"Eyes Without a Face (Yeux sans visage, Les) (1959)",Horror,"Eyes Without a Face (Yeux sans visage, Les)","{'les', 'face', 'without', 'visage', 'sans', 'eyes', 'yeux'}",Eyes Without a Face
842,Tales from the Crypt Presents: Bordello of Blood (1996),Comedy|Horror,Tales from the Crypt Presents: Bordello of Blood,"{'of', 'tales', 'bordello', 'crypt', 'from', 'presents', 'blood'}",Bordello of Blood
848,"Spitfire Grill, The (1996)",Drama,"Spitfire Grill, The","{'spitfire', 'grill'}",The Spitfire Grill
849,Escape from L.A. (1996),Action|Adventure|Sci-Fi|Thriller,Escape from L.A.,"{'escape', 'la', 'from'}",Escape from L.A.
851,Basquiat (1996),Drama,Basquiat,{'basquiat'},Basquiat
852,Tin Cup (1996),Comedy|Drama|Romance,Tin Cup,"{'tin', 'cup'}",Tin Cup
858,"Godfather, The (1972)",Crime|Drama,"Godfather, The",{'godfather'},The Godfather
861,Supercop (Police Story 3: Supercop) (Jing cha gu shi III: Chao ji jing cha) (1992),Action|Comedy|Crime|Thriller,Supercop (Police Story 3: Supercop) (Jing cha gu shi III: Chao ji jing cha),"{'cha', 'supercop', 'chao', 'jing', 'police', 'iii', 'shi', 'story', 'ji', '3', 'gu'}",Police Story 3: Supercop
866,Bound (1996),Crime|Drama|Romance|Thriller,Bound,{'bound'},Bound
867,Carpool (1996),Comedy|Crime,Carpool,{'carpool'},Carpool
869,Kansas City (1996),Crime|Drama|Musical|Thriller,Kansas City,"{'kansas', 'city'}",Kansas City
870,Gone Fishin' (1997),Comedy,Gone Fishin',"{'gone', 'fishin'}",Gone Fishin'
875,Nothing to Lose (1994),Action|Crime|Drama,Nothing to Lose,"{'nothing', 'lose', 'to'}",Nothing to Lose
876,Supercop 2 (Project S) (Chao ji ji hua) (1993),Action|Comedy|Crime|Thriller,Supercop 2 (Project S) (Chao ji ji hua),"{'supercop', 'hua', 'chao', 's', '2', 'project', 'ji'}",Project S
879,"Relic, The (1997)",Horror|Thriller,"Relic, The",{'relic'},The Relic
880,"Island of Dr. Moreau, The (1996)",Sci-Fi|Thriller,"Island of Dr. Moreau, The","{'of', 'dr', 'moreau', 'island'}",The Island of Dr. Moreau
881,First Kid (1996),Children|Comedy,First Kid,"{'first', 'kid'}",First Kid
882,"Trigger Effect, The (1996)",Drama|Thriller,"Trigger Effect, The","{'trigger', 'effect'}",The Trigger Effect
885,Bogus (1996),Children|Drama|Fantasy,Bogus,{'bogus'},Bogus
886,Bulletproof (1996),Action|Comedy|Crime,Bulletproof,{'bulletproof'},Bulletproof
888,Land Before Time III: The Time of the Great Giving (1995),Adventure|Animation|Children|Musical,Land Before Time III: The Time of the Great Giving,"{'of', 'before', 'time', 'great', 'iii', 'land', 'giving'}",The Land Before Time III: The Time of the Great Giving
889,1-900 (06) (1994),Drama|Romance,1-900 (06),"{'06', '1900'}",1-900
